pokemon_id	move_id	level
19	174	0
19	179	0
19	182	0
19	189	0
19	196	0
19	203	0
19	207	0
19	213	0
19	214	0
19	216	0
19	218	0
19	228	27
19	231	0
19	237	0
19	241	0
19	247	0
19	249	0
19	15	0
19	58	0
19	240	0
19	253	0
19	263	0
19	269	0
19	283	41
19	290	0
19	351	0
19	86	0
19	242	22
19	363	0
19	365	0
19	369	0
19	372	25
19	382	0
19	387	0
19	389	19
19	445	0
19	447	0
19	451	0
19	428	0
19	279	0
19	496	0
19	514	0
19	515	0
19	526	0
19	528	0
19	343	0
19	590	0
20	33	1
20	34	0
20	36	0
20	38	0
20	39	1
20	55	0
20	58	0
20	59	0
20	61	0
20	63	0
20	85	0
20	87	0
20	91	0
20	92	0
20	98	1
20	99	0
20	102	0
20	104	0
20	116	27
20	117	0
20	129	0
20	130	0
20	156	0
20	158	14
20	162	41
20	164	0
20	15	0
20	29	0
20	46	0
20	70	0
20	111	0
20	168	0
20	173	0
20	174	0
20	182	0
20	184	20
20	189	0
20	196	0
20	203	0
20	207	0
20	213	0
20	214	0
20	216	0
20	218	0
20	228	30
20	231	0
20	237	0
20	241	0
20	247	0
20	249	0
20	240	0
20	263	0
20	269	0
20	283	50
20	290	0
20	351	0
20	68	0
20	86	0
20	14	1
20	44	10
20	242	24
20	363	0
20	365	0
20	369	0
20	372	29
20	389	19
20	416	0
20	445	0
20	447	0
20	451	0
20	387	0
20	428	0
20	496	0
20	514	0
20	526	0
20	528	0
20	253	0
20	343	0
20	590	0
20	675	0
20	707	0
20	154	1
21	13	0
21	18	0
21	19	0
21	31	15
21	36	0
21	38	0
21	43	9
21	45	1
21	64	1
21	65	29
21	92	0
21	97	36
21	99	0
21	102	0
21	104	0
21	117	0
21	119	22
21	129	0
21	143	0
21	156	0
21	164	0
21	98	0
21	161	0
21	168	0
21	173	0
21	174	0
21	182	0
21	184	0
21	185	0
21	189	0
21	197	0
21	203	0
21	206	0
21	207	0
21	211	0
21	213	0
21	214	0
21	216	0
21	218	0
21	228	25
21	237	0
21	241	0
21	240	0
21	263	0
21	290	0
21	310	0
21	332	25
21	253	0
21	355	33
21	363	0
21	365	0
21	369	0
21	372	29
21	432	0
21	445	0
21	239	0
21	257	0
21	314	0
21	466	0
21	297	0
21	366	0
21	496	0
21	497	0
21	526	0
21	529	0
21	590	0
21	116	29
21	29	0
22	13	0
22	18	0
22	19	0
22	31	15
22	36	0
22	38	0
22	43	1
22	45	1
22	63	0
22	64	1
22	65	34
22	92	0
22	97	43
22	99	0
22	102	0
22	104	0
22	117	0
22	119	25
22	129	0
22	143	0
22	156	0
22	164	0
22	168	0
22	173	0
22	174	0
22	182	0
22	189	0
22	197	0
22	203	0
22	207	0
22	211	0
22	213	0
22	214	0
22	216	0
22	218	0
22	228	26
22	237	0
22	241	0
22	240	0
22	263	0
22	290	0
22	332	0
22	355	41
22	363	0
22	365	1
22	369	0
22	372	35
22	416	0
22	432	0
22	445	0
22	239	0
22	257	0
22	314	0
22	466	0
22	366	0
22	206	0
22	496	0
22	497	0
22	526	0
22	529	53
22	253	0
22	590	0
22	116	32
22	673	0
22	675	0
22	29	0
22	98	1
22	161	0
23	34	0
23	35	1
23	36	0
23	38	0
23	40	10
23	43	1
23	44	17
23	51	38
23	70	0
23	72	0
23	89	0
23	90	0
23	91	0
23	92	0
23	99	0
23	102	0
23	103	31
23	104	0
23	117	0
23	130	0
23	137	24
23	156	0
23	157	0
23	164	0
23	21	0
23	29	0
23	114	43
23	168	0
23	173	0
23	174	0
23	180	0
23	182	0
23	188	0
23	202	0
23	203	0
23	207	0
23	213	0
23	214	0
23	216	0
23	218	0
23	228	0
23	237	0
23	241	0
23	251	0
23	242	0
23	231	0
23	240	0
23	254	37
23	255	37
23	256	37
23	259	0
23	263	0
23	289	0
23	290	0
23	305	0
23	50	0
23	184	0
23	317	0
23	342	0
23	363	0
23	371	0
23	380	33
23	398	0
23	399	0
23	426	28
23	441	41
23	445	0
23	401	0
23	402	0
23	415	0
23	389	0
23	474	0
23	482	0
23	489	44
23	491	28
23	496	0
23	523	0
23	20	0
23	562	38
23	590	0
23	611	0
23	693	0
24	34	0
24	35	1
24	36	0
24	38	0
24	40	1
24	43	1
24	44	17
24	51	47
24	63	0
24	70	0
24	72	0
24	89	0
24	90	0
24	91	0
24	92	0
24	99	0
24	102	0
24	103	36
24	104	0
24	117	0
24	130	0
24	137	27
24	156	0
24	157	0
24	164	0
24	29	0
24	114	51
24	168	0
24	173	0
24	174	0
24	182	0
24	188	0
24	202	0
24	203	0
24	207	0
24	213	0
24	214	0
24	216	0
24	218	0
24	237	0
24	241	0
24	231	0
24	240	0
24	254	46
24	255	46
24	256	46
24	259	0
24	263	0
24	289	0
24	290	0
24	242	22
24	317	0
24	363	0
24	371	0
24	380	42
24	398	0
24	399	0
24	416	0
24	422	1
24	423	1
24	424	1
24	426	34
24	441	56
24	445	0
24	180	0
24	401	0
24	402	0
24	474	0
24	482	0
24	489	56
24	491	32
24	496	0
24	523	0
24	525	0
24	20	0
24	562	48
24	590	0
24	611	0
24	693	0
24	675	0
24	707	0
24	21	36
24	389	1
25	5	0
25	6	0
25	25	0
25	34	0
25	36	0
25	38	0
25	45	1
25	57	0
25	66	0
25	69	0
25	84	1
25	85	0
25	86	9
25	87	43
25	92	0
25	97	33
25	98	16
25	99	0
25	102	0
25	104	0
25	115	0
25	117	0
25	129	26
25	130	0
25	148	0
25	156	0
25	164	0
25	21	20
25	39	6
25	113	50
25	9	0
25	29	0
25	70	0
25	111	0
25	173	0
25	174	0
25	182	0
25	189	0
25	192	0
25	197	0
25	203	0
25	205	0
25	207	0
25	213	0
25	214	0
25	216	0
25	218	0
25	223	0
25	231	0
25	237	0
25	240	0
25	91	0
25	249	0
25	263	0
25	264	0
25	280	0
25	290	0
25	351	0
25	68	0
25	363	0
25	364	29
25	374	0
25	435	37
25	445	0
25	447	0
25	451	0
25	270	0
25	282	0
25	324	0
25	393	0
25	486	18
25	496	0
25	497	0
25	521	0
25	528	0
25	343	0
25	589	7
25	590	0
25	609	23
25	209	26
25	527	0
25	344	0
25	673	0
25	24	9
25	347	0
25	168	0
25	179	0
25	186	1
25	204	1
25	227	0
25	253	0
25	417	1
25	577	0
25	583	0
25	604	0
25	804	0
26	5	0
26	6	0
26	25	0
26	34	0
26	36	0
26	38	0
26	45	1
26	63	0
26	66	0
26	69	0
26	84	1
26	85	0
26	86	1
26	87	0
26	92	0
26	99	0
26	102	0
26	104	0
26	115	0
26	117	0
26	129	0
26	130	0
26	148	0
26	156	0
26	164	0
26	9	0
26	29	0
26	39	1
26	70	0
26	98	1
26	111	0
26	168	0
26	173	0
26	174	0
26	182	0
26	189	0
26	192	0
26	197	0
26	203	0
26	205	0
26	207	0
26	213	0
26	214	0
26	216	0
26	218	0
26	223	0
26	231	0
26	237	0
26	240	0
26	91	0
26	113	0
26	249	0
26	263	0
26	264	0
26	280	0
26	290	0
26	351	0
26	68	0
26	363	0
26	374	0
26	411	0
26	416	0
26	445	0
26	447	0
26	451	0
26	270	0
26	282	0
26	324	0
26	393	0
26	496	0
26	497	0
26	521	0
26	528	0
26	343	0
26	590	0
26	527	0
26	673	0
26	227	1
26	252	1
26	347	0
26	21	1
26	57	0
26	97	1
26	179	0
26	186	1
26	204	1
26	209	1
26	219	0
26	253	0
26	364	1
26	417	1
26	435	1
26	486	1
26	577	0
26	583	0
26	589	1
26	598	0
26	604	0
26	609	1
26	683	0
26	693	0
26	804	0
27	10	1
27	14	0
27	15	0
27	28	10
27	34	0
27	36	0
27	38	0
27	40	24
27	66	0
27	69	0
27	70	0
27	89	0
27	90	0
27	91	0
27	92	0
27	99	0
27	102	0
27	104	0
27	117	0
27	129	31
27	130	0
27	154	38
27	156	0
27	157	0
27	163	17
27	164	0
27	29	0
27	68	0
27	111	6
27	168	0
27	173	0
27	174	0
27	175	0
27	182	0
27	189	0
27	197	0
27	201	45
27	203	0
27	205	0
27	207	0
27	210	0
27	213	0
27	214	0
27	216	0
27	218	0
27	219	0
27	223	0
27	229	0
27	231	0
27	237	0
27	241	0
27	249	0
27	232	0
27	263	0
27	264	0
27	280	0
27	290	0
27	306	0
27	317	0
27	328	45
27	332	0
27	360	33
27	363	0
27	374	0
27	398	0
27	400	0
27	404	0
27	421	0
27	431	0
27	445	0
27	446	0
27	282	0
27	414	0
27	162	0
27	341	0
27	468	0
27	496	0
27	498	0
27	523	0
27	222	17
27	343	0
27	563	0
27	590	0
27	707	0
27	97	27
27	133	0
27	141	0
27	526	0
27	675	0
27	798	0
27	815	0
28	10	1
28	14	0
28	15	0
28	28	1
28	34	0
28	36	0
28	38	0
28	40	27
28	63	0
28	66	0
28	69	0
28	70	0
28	89	0
28	90	0
28	91	0
28	92	0
28	99	0
28	102	0
28	104	0
28	117	0
28	129	36
28	130	0
28	154	47
28	156	0
28	157	0
28	163	17
28	164	0
28	29	0
28	111	1
28	168	0
28	173	0
28	174	0
28	182	0
28	189	0
28	197	0
28	201	52
28	203	0
28	205	0
28	207	0
28	210	0
28	213	0
28	214	0
28	216	0
28	218	0
28	223	0
28	231	0
28	237	0
28	241	0
28	249	0
28	263	0
28	264	0
28	280	0
28	290	0
28	317	0
28	328	52
28	332	0
28	68	0
28	229	13
28	306	22
28	360	45
28	363	0
28	374	0
28	398	0
28	404	0
28	411	0
28	416	0
28	421	0
28	431	0
28	444	0
28	445	0
28	446	0
28	282	0
28	414	0
28	162	0
28	219	0
28	468	0
28	496	0
28	523	0
28	222	17
28	343	0
28	590	0
28	707	0
28	529	0
28	42	0
28	97	0
28	133	0
28	141	0
28	191	0
28	341	0
28	526	0
28	675	0
28	798	0
28	815	0
29	10	8
29	24	43
29	33	1
29	34	0
29	36	0
29	38	0
29	39	21
29	40	14
29	44	29
29	45	1
29	59	0
29	85	0
29	87	0
29	92	0
29	99	0
29	102	0
29	104	0
29	115	0
29	117	0
29	130	0
29	154	36
29	156	0
29	164	0
29	29	0
29	48	0
29	50	0
29	68	0
29	111	0
29	116	0
29	168	0
29	173	0
29	174	0
29	182	0
29	189	0
29	197	0
29	203	0
29	204	0
29	207	0
29	213	0
29	214	0
29	216	0
29	218	0
29	231	0
29	237	0
29	240	0
29	241	0
29	251	0
29	15	0
29	58	0
29	70	0
29	91	0
29	188	0
29	242	47
29	249	0
29	260	38
29	263	0
29	270	23
29	290	0
29	332	0
29	351	0
29	352	0
29	228	0
29	305	45
29	363	0
29	390	31
29	398	0
29	421	0
29	445	43
29	162	0
29	342	0
29	468	0
29	474	0
29	496	0
29	498	0
29	497	0
29	590	0
29	599	0
29	414	55
30	10	1
30	24	50
30	32	0
30	33	1
30	34	0
30	36	0
30	38	0
30	39	23
30	40	14
30	44	32
30	45	1
30	55	0
30	58	0
30	59	0
30	61	0
30	85	0
30	87	0
30	92	0
30	99	0
30	102	0
30	104	0
30	115	0
30	117	0
30	130	0
30	154	41
30	156	0
30	164	0
30	29	0
30	70	0
30	111	0
30	168	0
30	173	0
30	174	0
30	182	0
30	189	0
30	197	0
30	203	0
30	207	0
30	213	0
30	214	0
30	216	0
30	218	0
30	231	0
30	237	0
30	240	0
30	241	0
30	249	0
30	15	0
30	91	0
30	188	0
30	242	53
30	260	43
30	263	0
30	270	26
30	290	0
30	332	0
30	351	0
30	352	0
30	68	0
30	305	58
30	363	0
30	390	35
30	398	0
30	421	0
30	445	50
30	162	0
30	468	0
30	474	0
30	496	0
30	497	0
30	590	0
30	707	0
30	116	0
30	204	0
30	251	0
30	414	71
30	599	0
31	5	0
31	6	0
31	10	1
31	25	0
31	32	0
31	33	1
31	34	1
31	36	0
31	38	0
31	39	1
31	40	14
31	55	0
31	57	0
31	58	0
31	59	0
31	61	0
31	63	0
31	66	0
31	68	0
31	69	0
31	70	0
31	85	0
31	87	0
31	89	0
31	90	0
31	92	0
31	99	0
31	102	0
31	104	0
31	115	0
31	117	0
31	126	0
31	130	0
31	156	0
31	157	0
31	164	0
31	24	12
31	7	0
31	8	0
31	9	0
31	29	0
31	46	0
31	111	0
31	168	0
31	173	0
31	174	0
31	182	0
31	189	0
31	196	0
31	197	0
31	201	0
31	203	0
31	207	0
31	210	0
31	213	0
31	214	0
31	216	0
31	218	0
31	223	0
31	231	0
31	237	0
31	240	0
31	241	0
31	247	0
31	249	0
31	53	0
31	15	0
31	91	0
31	188	0
31	259	0
31	263	0
31	264	0
31	269	0
31	280	0
31	290	0
31	317	0
31	332	0
31	351	0
31	352	0
31	276	43
31	363	0
31	374	0
31	398	0
31	406	0
31	411	0
31	414	43
31	416	0
31	419	0
31	421	0
31	431	0
31	444	0
31	445	0
31	446	0
31	200	0
31	253	0
31	270	0
31	401	0
31	162	0
31	250	0
31	468	0
